ClassNav course extraction
Timestamp: 2025-03-25 17:45:14
====================================================================================================
CRN | Subject | Course | Section | Title | Instructor | Dates
18694 | METR | 5980 | 003 | Research for Master's Thesis | Coniglio, Michael | Aug 25 - Dec 19
18696 | METR | 5980 | 004 | Research for Master's Thesis | Biggerstaff, Michael | Aug 25 - Dec 19
18698 | METR | 5980 | 005 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18702 | METR | 5980 | 006 | Research for Master's Thesis | Bluestein, Howard | Aug 25 - Dec 19
18708 | METR | 5980 | 008 | Research for Master's Thesis | Brooks, Harold | Aug 25 - Dec 19
18710 | METR | 5980 | 009 | Research for Master's Thesis | Schvartzman Cohenca, David | Aug 25 - Dec 19
18713 | METR | 5980 | 010 | Research for Master's Thesis | Martin, Elinor | Aug 25 - Dec 19
18714 | METR | 5980 | 011 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18715 | METR | 5980 | 012 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18717 | METR | 5980 | 013 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18718 | METR | 5980 | 014 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18719 | METR | 5980 | 015 | Research for Master's Thesis | Cavallo, Steven | Aug 25 - Dec 19
18725 | METR | 5980 | 017 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18726 | METR | 5980 | 018 | Research for Master's Thesis | Homeyer, Cameron | Aug 25 - Dec 19
18727 | METR | 5980 | 019 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18728 | METR | 5980 | 020 | Research for Master's Thesis | Brewster, Keith | Aug 25 - Dec 19
18729 | METR | 5980 | 021 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18730 | METR | 5980 | 022 | Research for Master's Thesis | Skinner, Patrick | Aug 25 - Dec 19
18732 | METR | 5980 | 023 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18733 | METR | 5980 | 024 | Research for Master's Thesis | Ruppert, James | Aug 25 - Dec 19
18734 | METR | 5980 | 025 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18736 | METR | 5980 | 026 | Research for Master's Thesis | Bodine, David | Aug 25 - Dec 19
18737 | METR | 5980 | 027 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18738 | METR | 5980 | 028 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18740 | METR | 5980 | 029 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18741 | METR | 5980 | 030 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18743 | METR | 5980 | 031 | Research for Master's Thesis | Heinselman, Pamela | Aug 25 - Dec 19
18744 | METR | 5980 | 032 | Research for Master's Thesis | Gao, Jidong | Aug 25 - Dec 19
18745 | METR | 5980 | 033 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18746 | METR | 5980 | 034 | Research for Master's Thesis | Loria Salazar, Sandra Marcela | Aug 25 - Dec 19
18747 | METR | 5980 | 035 | Research for Master's Thesis | Hong, Yang | Aug 25 - Dec 19
18748 | METR | 5980 | 036 | Research for Master's Thesis | Sakaeda, Naoko | Aug 25 - Dec 19
18749 | METR | 5980 | 037 | Research for Master's Thesis | Flynn, Connor | Aug 25 - Dec 19
18751 | METR | 5980 | 038 | Research for Master's Thesis | Kirstetter, Pierre-Emmanuel | Aug 25 - Dec 19
18752 | METR | 5980 | 039 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18754 | METR | 5980 | 040 | Research for Master's Thesis | Klein, Petra | Aug 25 - Dec 19
18755 | METR | 5980 | 041 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18757 | METR | 5980 | 042 | Research for Master's Thesis | Kloesel, Kevin | Aug 25 - Dec 19
18758 | METR | 5980 | 043 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18760 | METR | 5980 | 044 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
30508 | METR | 5980 | 045 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
39210 | METR | 5980 | 046 | Research for Master's Thesis | Clark, Adam | Aug 25 - Dec 19
18761 | METR | 5980 | 050 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18762 | METR | 5980 | 051 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18764 | METR | 5980 | 052 | Research for Master's Thesis | McGovern, Amy | Aug 25 - Dec 19
18765 | METR | 5980 | 055 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18766 | METR | 5980 | 056 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18767 | METR | 5980 | 057 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
30172 | METR | 5980 | 059 | Research for Master's Thesis | Parsons, David | Aug 25 - Dec 19
18768 | METR | 5980 | 060 | Research for Master's Thesis | McFarquhar, Gregory | Aug 25 - Dec 19
18769 | METR | 5980 | 061 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18771 | METR | 5980 | 062 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18640 | METR | 4990 | 015 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18642 | METR | 4990 | 016 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18644 | METR | 4990 | 017 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18645 | METR | 4990 | 018 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18646 | METR | 4990 | 019 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18648 | METR | 4990 | 020 | Special Problems-Meteorology | Kloesel, Kevin | Aug 25 - Dec 19
18649 | METR | 4990 | 021 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18650 | METR | 4990 | 022 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18652 | METR | 4990 | 023 | Special Problems-Meteorology | Illston, Bradley | Aug 25 - Dec 19
18653 | METR | 4990 | 024 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18654 | METR | 4990 | 025 | Special Problems-Meteorology | Macgorman, Donald | Aug 25 - Dec 19
18655 | METR | 4990 | 026 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18656 | METR | 4990 | 027 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18657 | METR | 4990 | 028 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18658 | METR | 4990 | 029 | Special Problems-Meteorology | Richman, Michael | Aug 25 - Dec 19
18659 | METR | 4990 | 030 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18663 | METR | 4990 | 031 | Special Problems-Meteorology | Ryzhkov, Alexander | Aug 25 - Dec 19
18665 | METR | 4990 | 032 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18668 | METR | 4990 | 033 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18669 | METR | 4990 | 034 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18670 | METR | 4990 | 035 | Special Problems-Meteorology | Snow, John | Aug 25 - Dec 19
18671 | METR | 4990 | 036 | Special Problems-Meteorology | Kloesel, Kevin | Aug 25 - Dec 19
18672 | METR | 4990 | 037 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18673 | METR | 4990 | 038 | Special Problems-Meteorology | Wicker, Louis | Aug 25 - Dec 19
18674 | METR | 4990 | 039 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18675 | METR | 4990 | 040 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18676 | METR | 4990 | 041 | Special Problems-Meteorology | Xue, Ming | Aug 25 - Dec 19
18677 | METR | 4990 | 042 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18679 | METR | 4990 | 043 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18680 | METR | 4990 | 045 | Special Problems-Meteorology | Klein, Petra | Aug 25 - Dec 19
18681 | METR | 4990 | 050 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18682 | METR | 4990 | 051 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18683 | METR | 4990 | 052 | Special Problems-Meteorology | Klein, Petra | Aug 25 - Dec 19
18684 | METR | 4990 | 053 | Special Problems-Meteorology | Mc Pherson, Renee | Aug 25 - Dec 19
18685 | METR | 4990 | 055 | Special Problems-Meteorology | Brooks, Harold | Aug 25 - Dec 19
18686 | METR | 4990 | 056 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
47005 | METR | 4990 | 078 | Special Problems-Meteorology | Wang, Xuguang | Aug 25 - Dec 19
18495 | METR | 5113 | 001 | Advanced Atmos Dynamics I | TBA | Aug 25 - Dec 12
29984 | METR | 5233 | 001 | Cloud & Precipitation Physics | McFarquhar, Gregory | Aug 25 - Dec 12
48839 | METR | 5313 | 001 | Statistical Meteorology | Xu, Feng | Aug 25 - Dec 12
48950 | METR | 5533 | 001 | Earth's Past Climate | Dulin, Shannon | Aug 25 - Dec 12
40848 | METR | 5633 | 995 | Hydrometeorology | Chen, Xiaodong | Aug 25 - Dec 19
50914 | METR | 5643 | 001 | Quantitative Hydrometeorology | Kirstetter, Pierre-Emmanuel | Aug 25 - Dec 12
32913 | METR | 5663 | 001 | Radar Engineering | Yu, Tian-You | Aug 25 - Dec 12
18510 | METR | 5673 | 001 | Weather Radar Theory/Practice | Schvartzman Cohenca, David | Aug 25 - Dec 12
35689 | METR | 5713 | 001 | Private Sector Meteorology | TBA | Aug 25 - Dec 12
18689 | METR | 5980 | 001 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18693 | METR | 5980 | 002 | Research for Master's Thesis | Furtado, Jason | Aug 25 - Dec 19
18694 | METR | 5980 | 003 | Research for Master's Thesis | Coniglio, Michael | Aug 25 - Dec 19
18696 | METR | 5980 | 004 | Research for Master's Thesis | Biggerstaff, Michael | Aug 25 - Dec 19
18698 | METR | 5980 | 005 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18702 | METR | 5980 | 006 | Research for Master's Thesis | Bluestein, Howard | Aug 25 - Dec 19
18708 | METR | 5980 | 008 | Research for Master's Thesis | Brooks, Harold | Aug 25 - Dec 19
18710 | METR | 5980 | 009 | Research for Master's Thesis | Schvartzman Cohenca, David | Aug 25 - Dec 19
18713 | METR | 5980 | 010 | Research for Master's Thesis | Martin, Elinor | Aug 25 - Dec 19
18714 | METR | 5980 | 011 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18715 | METR | 5980 | 012 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18717 | METR | 5980 | 013 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18718 | METR | 5980 | 014 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18719 | METR | 5980 | 015 | Research for Master's Thesis | Cavallo, Steven | Aug 25 - Dec 19
18725 | METR | 5980 | 017 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18726 | METR | 5980 | 018 | Research for Master's Thesis | Homeyer, Cameron | Aug 25 - Dec 19
18727 | METR | 5980 | 019 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18728 | METR | 5980 | 020 | Research for Master's Thesis | Brewster, Keith | Aug 25 - Dec 19
18729 | METR | 5980 | 021 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18730 | METR | 5980 | 022 | Research for Master's Thesis | Skinner, Patrick | Aug 25 - Dec 19
18732 | METR | 5980 | 023 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18733 | METR | 5980 | 024 | Research for Master's Thesis | Ruppert, James | Aug 25 - Dec 19
18734 | METR | 5980 | 025 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18736 | METR | 5980 | 026 | Research for Master's Thesis | Bodine, David | Aug 25 - Dec 19
18737 | METR | 5980 | 027 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18738 | METR | 5980 | 028 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18740 | METR | 5980 | 029 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18741 | METR | 5980 | 030 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18743 | METR | 5980 | 031 | Research for Master's Thesis | Heinselman, Pamela | Aug 25 - Dec 19
18744 | METR | 5980 | 032 | Research for Master's Thesis | Gao, Jidong | Aug 25 - Dec 19
18745 | METR | 5980 | 033 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18746 | METR | 5980 | 034 | Research for Master's Thesis | Loria Salazar, Sandra Marcela | Aug 25 - Dec 19
18747 | METR | 5980 | 035 | Research for Master's Thesis | Hong, Yang | Aug 25 - Dec 19
18748 | METR | 5980 | 036 | Research for Master's Thesis | Sakaeda, Naoko | Aug 25 - Dec 19
18749 | METR | 5980 | 037 | Research for Master's Thesis | Flynn, Connor | Aug 25 - Dec 19
18751 | METR | 5980 | 038 | Research for Master's Thesis | Kirstetter, Pierre-Emmanuel | Aug 25 - Dec 19
18752 | METR | 5980 | 039 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18754 | METR | 5980 | 040 | Research for Master's Thesis | Klein, Petra | Aug 25 - Dec 19
18755 | METR | 5980 | 041 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18757 | METR | 5980 | 042 | Research for Master's Thesis | Kloesel, Kevin | Aug 25 - Dec 19
18758 | METR | 5980 | 043 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18760 | METR | 5980 | 044 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
30508 | METR | 5980 | 045 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
39210 | METR | 5980 | 046 | Research for Master's Thesis | Clark, Adam | Aug 25 - Dec 19
18761 | METR | 5980 | 050 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18762 | METR | 5980 | 051 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18764 | METR | 5980 | 052 | Research for Master's Thesis | McGovern, Amy | Aug 25 - Dec 19
18765 | METR | 5980 | 055 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18766 | METR | 5980 | 056 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18767 | METR | 5980 | 057 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
30172 | METR | 5980 | 059 | Research for Master's Thesis | Parsons, David | Aug 25 - Dec 19
18768 | METR | 5980 | 060 | Research for Master's Thesis | McFarquhar, Gregory | Aug 25 - Dec 19
18769 | METR | 5980 | 061 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18771 | METR | 5980 | 062 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18640 | METR | 4990 | 015 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18642 | METR | 4990 | 016 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18644 | METR | 4990 | 017 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18645 | METR | 4990 | 018 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18646 | METR | 4990 | 019 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18648 | METR | 4990 | 020 | Special Problems-Meteorology | Kloesel, Kevin | Aug 25 - Dec 19
18649 | METR | 4990 | 021 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18650 | METR | 4990 | 022 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18652 | METR | 4990 | 023 | Special Problems-Meteorology | Illston, Bradley | Aug 25 - Dec 19
18653 | METR | 4990 | 024 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18654 | METR | 4990 | 025 | Special Problems-Meteorology | Macgorman, Donald | Aug 25 - Dec 19
18655 | METR | 4990 | 026 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18656 | METR | 4990 | 027 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18657 | METR | 4990 | 028 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18658 | METR | 4990 | 029 | Special Problems-Meteorology | Richman, Michael | Aug 25 - Dec 19
18659 | METR | 4990 | 030 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18663 | METR | 4990 | 031 | Special Problems-Meteorology | Ryzhkov, Alexander | Aug 25 - Dec 19
18665 | METR | 4990 | 032 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18668 | METR | 4990 | 033 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18669 | METR | 4990 | 034 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18670 | METR | 4990 | 035 | Special Problems-Meteorology | Snow, John | Aug 25 - Dec 19
18671 | METR | 4990 | 036 | Special Problems-Meteorology | Kloesel, Kevin | Aug 25 - Dec 19
18672 | METR | 4990 | 037 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18673 | METR | 4990 | 038 | Special Problems-Meteorology | Wicker, Louis | Aug 25 - Dec 19
18674 | METR | 4990 | 039 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18675 | METR | 4990 | 040 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18676 | METR | 4990 | 041 | Special Problems-Meteorology | Xue, Ming | Aug 25 - Dec 19
18677 | METR | 4990 | 042 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18679 | METR | 4990 | 043 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18680 | METR | 4990 | 045 | Special Problems-Meteorology | Klein, Petra | Aug 25 - Dec 19
18681 | METR | 4990 | 050 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18682 | METR | 4990 | 051 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
18683 | METR | 4990 | 052 | Special Problems-Meteorology | Klein, Petra | Aug 25 - Dec 19
18684 | METR | 4990 | 053 | Special Problems-Meteorology | Mc Pherson, Renee | Aug 25 - Dec 19
18685 | METR | 4990 | 055 | Special Problems-Meteorology | Brooks, Harold | Aug 25 - Dec 19
18686 | METR | 4990 | 056 | Special Problems-Meteorology | TBA | Aug 25 - Dec 19
47005 | METR | 4990 | 078 | Special Problems-Meteorology | Wang, Xuguang | Aug 25 - Dec 19
18495 | METR | 5113 | 001 | Advanced Atmos Dynamics I | TBA | Aug 25 - Dec 12
29984 | METR | 5233 | 001 | Cloud & Precipitation Physics | McFarquhar, Gregory | Aug 25 - Dec 12
48839 | METR | 5313 | 001 | Statistical Meteorology | Xu, Feng | Aug 25 - Dec 12
48950 | METR | 5533 | 001 | Earth's Past Climate | Dulin, Shannon | Aug 25 - Dec 12
40848 | METR | 5633 | 995 | Hydrometeorology | Chen, Xiaodong | Aug 25 - Dec 19
50914 | METR | 5643 | 001 | Quantitative Hydrometeorology | Kirstetter, Pierre-Emmanuel | Aug 25 - Dec 12
32913 | METR | 5663 | 001 | Radar Engineering | Yu, Tian-You | Aug 25 - Dec 12
18510 | METR | 5673 | 001 | Weather Radar Theory/Practice | Schvartzman Cohenca, David | Aug 25 - Dec 12
35689 | METR | 5713 | 001 | Private Sector Meteorology | TBA | Aug 25 - Dec 12
18689 | METR | 5980 | 001 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18693 | METR | 5980 | 002 | Research for Master's Thesis | Furtado, Jason | Aug 25 - Dec 19
18694 | METR | 5980 | 003 | Research for Master's Thesis | Coniglio, Michael | Aug 25 - Dec 19
18696 | METR | 5980 | 004 | Research for Master's Thesis | Biggerstaff, Michael | Aug 25 - Dec 19
18698 | METR | 5980 | 005 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18702 | METR | 5980 | 006 | Research for Master's Thesis | Bluestein, Howard | Aug 25 - Dec 19
18708 | METR | 5980 | 008 | Research for Master's Thesis | Brooks, Harold | Aug 25 - Dec 19
18710 | METR | 5980 | 009 | Research for Master's Thesis | Schvartzman Cohenca, David | Aug 25 - Dec 19
18713 | METR | 5980 | 010 | Research for Master's Thesis | Martin, Elinor | Aug 25 - Dec 19
18714 | METR | 5980 | 011 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18715 | METR | 5980 | 012 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18717 | METR | 5980 | 013 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18718 | METR | 5980 | 014 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18719 | METR | 5980 | 015 | Research for Master's Thesis | Cavallo, Steven | Aug 25 - Dec 19
18725 | METR | 5980 | 017 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18726 | METR | 5980 | 018 | Research for Master's Thesis | Homeyer, Cameron | Aug 25 - Dec 19
18727 | METR | 5980 | 019 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18728 | METR | 5980 | 020 | Research for Master's Thesis | Brewster, Keith | Aug 25 - Dec 19
18729 | METR | 5980 | 021 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18730 | METR | 5980 | 022 | Research for Master's Thesis | Skinner, Patrick | Aug 25 - Dec 19
18732 | METR | 5980 | 023 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18733 | METR | 5980 | 024 | Research for Master's Thesis | Ruppert, James | Aug 25 - Dec 19
18734 | METR | 5980 | 025 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18736 | METR | 5980 | 026 | Research for Master's Thesis | Bodine, David | Aug 25 - Dec 19
18737 | METR | 5980 | 027 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18738 | METR | 5980 | 028 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18740 | METR | 5980 | 029 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18741 | METR | 5980 | 030 | Research for Master's Thesis | TBA | Aug 25 - Dec 19
18743 | METR | 5980 | 031 | Research for Master's Thesis | Heinselman, Pamela | Aug 25 - Dec 19
